EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MÊS,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_NOME,AEROPORTO_DE_ORIGEM_UF,AEROPORTO_DE_ORIGEM_REGIÃO,AEROPORTO_DE_ORIGEM_PAÍS,AEROPORTO_DE_ORIGEM_CONTINENTE,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_NOME,AEROPORTO_DE_DESTINO_UF,AEROPORTO_DE_DESTINO_REGIÃO,AEROPORTO_DE_DESTINO_PAÍS,AEROPORTO_DE_DESTINO_CONTINENTE,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,PASSAGEIROS_GRÁTIS,CARGA_PAGA_KG,CARGA_GRÁTIS_KG,CORREIO_KG,ASK,RPK,ATK,RTK,COMBUSTÍVEL_LITROS,DISTÂNCIA_VOADA_KM,DECOLAGENS,CARGA_PAGA_KM,CARGA_GRATIS_KM,CORREIO_KM,ASSENTOS,PAYLOAD,HORAS_VOADAS,BAGAGEM_KG
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,39,0,0,0,0,4455,3861,524,287,538,495,5,0,0,0,45,5320,"2,384",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,21,0,0,0,0,3483,2709,408,202,348,387,3,0,0,0,27,3165,"1,733",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SNCL,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,349,1,0,0,0,41832,28967,5096,2146,4144,4648,56,0,0,0,504,61600,"23,404",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,34,0,0,0,0,3564,3366,416,249,464,396,4,0,0,0,36,4220,"1,833",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,29,0,0,0,0,1710,1102,195,80,285,190,5,0,0,0,45,5225,"1,301",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,28,0,0,0,0,5805,3612,680,269,580,645,5,0,0,0,45,5275,"2,95",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,32,0,0,0,0,1368,1216,156,88,228,152,4,0,0,0,36,4180,"0,817",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,2,SNCL,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,407,1,0,0,0,41832,33781,5096,2511,4144,4648,56,0,0,0,504,61600,"23,418",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,35,0,0,0,0,4455,3465,520,257,580,495,5,0,0,0,45,5275,"2,3",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,29,0,0,0,0,6966,3741,816,279,696,774,6,0,0,0,54,6330,"3,567",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SNCL,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,344,0,0,0,0,35856,28552,4368,2124,3572,3984,48,0,0,0,432,52800,"20,041",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,48,0,0,0,0,6237,4752,728,351,812,693,7,0,0,0,63,7385,"3,433",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,20,0,0,0,0,1368,760,156,55,228,152,4,0,0,0,36,4180,"0,834",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,30,0,0,0,0,4644,3870,544,289,464,516,4,0,0,0,36,4220,"2,234",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,30,0,0,0,0,2052,1140,234,83,342,228,6,0,0,0,54,6270,"1,018",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,3,SNCL,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,382,0,0,0,0,35856,31706,4368,2364,3552,3984,48,0,0,0,432,52800,"20,639",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,17,0,0,0,0,3564,1683,416,124,464,396,4,0,0,0,36,4220,"1,601",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,23,0,0,0,0,4644,2967,544,222,464,516,4,0,0,0,36,4220,"2,049",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SNCL,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,260,1,0,0,0,32868,21580,4004,1598,3256,3652,44,0,0,0,396,48400,"15,728",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,26,0,0,0,0,3564,2574,416,190,464,396,4,0,0,0,36,4220,"1,501",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,17,0,0,0,0,1368,646,156,46,228,152,4,0,0,0,36,4180,"0,433",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,16,0,0,0,0,4644,2064,544,153,464,516,4,0,0,0,36,4220,"2,032",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SDLO,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,18,0,0,0,0,1368,684,156,49,228,152,4,0,0,0,36,4180,"0,499",0
ABJ,ATA - AEROTÁXI ABAETÉ LTDA.,BRASILEIRA,2025,4,SNCL,CAIRU,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,330,1,0,0,0,33615,27390,4095,2035,3330,3735,45,0,0,0,405,49500,"16,093",0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,7881,287,195325,0,11377,74884100,64182900,14391200,7459820,0,252464,31,1590730000,0,92654300,9195,1767100,"310,402",0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,2106,0,139532,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,6178,321,133843,0,11369,75696200,67879100,14582200,8442290,0,254014,31,2240030000,0,93157600,9238,1779620,"307,402",0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,2594,0,84096,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,5952,142,92589,0,0,15907800,14716200,3064470,1628700,0,53382,31,304252000,0,0,9238,1779620,"80,632",0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,8558,220,226806,0,0,74884100,69696400,14391200,8119760,0,252464,31,1847110000,0,0,9195,1767100,"318,682",0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,6096,292,225747,0,0,75696200,71205900,14582200,8947360,0,254014,31,2538850000,0,0,9238,1779620,"318,118",0
ACA,AIR CANADA,ESTRANGEIRA,2025,1,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,4824,134,48960,0,0,15907800,11933500,3064470,1398580,0,53382,31,324583000,0,0,9238,1779620,"88,149",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,6877,332,194451,0,19657,63099700,56006300,12155600,6784250,0,211744,26,1583610000,0,160087000,7748,1492580,"255,101",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,2566,3,70384,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,4955,276,126896,0,5795,66256700,61627100,12555300,7210420,0,229432,28,1616510000,0,47484200,8086,1532260,"280,314",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,2293,0,48659,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,3346,131,144317,0,515,12897800,9582930,2440830,1192160,0,44772,26,328826000,0,886830,7490,1417450,"69,199",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,158,12,256,0,0,511666,398344,98567,39758,0,1717,1,3907890,0,0,298,57407,"3,167",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,5774,276,338516,0,0,63099700,47023500,12155600,6988970,0,211744,26,2756870000,0,0,7748,1492580,"265,867",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,4237,194,265278,0,0,63814900,55030900,12085000,7539590,0,221238,27,2586820000,0,0,7788,1474860,"277,683",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,5058,129,120682,0,0,13924100,13128500,2638530,1510570,0,48216,28,329016000,0,0,8086,1532260,"76,201",0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,186,10,1760,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,2,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,0,0,0,0,0,24734,21580,4764,2255,0,83,1,313740,0,0,298,57407,"0,417",0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,6216,312,204782,0,5158,70380400,50623100,13558100,6265820,0,236176,29,1667740000,0,42006800,8642,1664800,"286,517",0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,2476,0,112349,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,5319,288,144509,0,13061,76376300,63872200,14539500,7960200,0,262208,32,2104690000,0,107022000,9321,1774410,"318,533",0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,2445,0,78504,0,205,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,4861,170,117344,0,881,15024400,12580900,2857800,1471390,0,51660,30,337250000,0,1870090,8725,1659600,"79,467",0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,7420,345,395688,0,0,70380400,60428500,13558100,8661030,0,236176,29,3222480000,0,0,8642,1664800,"296,549",0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,5385,368,289477,0,3375,73934400,64159000,14069100,8818870,0,254014,31,3015240000,0,29334500,9023,1717010,"316,001",0
ACA,AIR CANADA,ESTRANGEIRA,2025,3,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,4875,110,153606,0,0,15024400,12658400,2857800,1597220,0,51660,30,457975000,0,0,8725,1659600,"84,214",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,3171,164,196626,0,3550,43684400,25824600,8415400,3954440,0,146592,18,1601320000,0,28911200,5364,1033330,"176,616",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,1051,7,113362,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,5731,362,167735,0,9508,73254400,55571700,14111800,7382660,0,245820,30,2303310000,0,77908600,8940,1722210,"296,417",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,SBSJ,SÃO JOSÉ DOS CAMPOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,12781,0,0,2205260,0,432034,104778,0,8198,1,104779000,0,0,269,52700,"10,967",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,1549,0,61737,0,0,,,,,,,,,,,,,,0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,109,5,5426,0,0,513156,187698,98854,26236,0,1722,1,9343570,0,0,298,57407,"2,567",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,2129,83,87114,0,20,8210500,6333520,1581660,826365,0,27552,16,256321000,0,34440,4768,918512,"40,369",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYUL,"MONTREAL, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,4661,166,273624,0,0,41257500,37959200,7947870,5644710,0,138448,17,2228390000,0,0,5066,975919,"171,752",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,CYYZ,TORONTO,,,CANADÁ,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,6575,319,368683,0,4192,73254400,66568100,14111800,9552320,0,245820,30,3526860000,0,34349200,8940,1722210,"304,099",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,140,4,3548,0,0,513156,241080,98854,27806,0,1722,1,6109660,0,0,298,57407,"2,75",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,2009,89,122539,0,0,8723650,5269320,1680520,880453,0,29274,17,406222000,0,0,5066,975919,"48,651",0
ACA,AIR CANADA,ESTRANGEIRA,2025,4,SBSJ,SÃO JOSÉ DOS CAMPOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SPJC,"CALLAO/LIMA, LIMA METROPOLITAN AREA",,,PERU,AMÉRICA DO SUL,INTERNACIONAL,NÃO REGULAR,0,0,0,0,0,949032,0,185925,0,0,3528,1,0,0,0,269,52700,"5,25",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBAQ,ARARAQUARA,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,192,2,0,0,0,79092,32448,13032,2510,7384,8788,52,0,0,0,468,77269,"46,9833",564
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBAT,ALTA FLORESTA,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,501,643,1,0,0,0,0,0,"2,78333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBCJ,PARAUAPEBAS,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,60,0,0,0,0,48576,33120,7746,2825,4440,6072,11,0,0,0,88,14043,"25,6",626
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBMA,MARABÁ,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,611,0,296,449,1,0,0,0,0,1363,"1,73333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBMA,MARABÁ,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,1202,0,649,898,2,0,0,0,0,2680,"3,76667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBMD,ALMEIRIM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,49,0,0,0,0,24948,22638,5638,1880,2725,4158,9,0,0,0,54,12216,"16,35",403
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBSN,SANTARÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,885,1420,2,0,0,0,0,0,"5,01667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBTU,TUCURUÍ,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,2700,0,427,0,220,300,1,0,0,0,9,1424,"1,4",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,1,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBTU,TUCURUÍ,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,32,1,0,0,0,14400,9600,3426,784,1710,2400,8,0,0,0,48,11428,"10,5667",226
